X,Y,standort,anzahl_ladepunkte,ladesaeule_status,adresse,koordinaten,typ,ladepunkt,stecker,status,authmethod_1,authmethod_2
10.026,53.55,"702","2",frei,Frankenstraße 35,N53.549576 E10.026147,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.974,53.668,"1210","2",teilweise belegt,Niendorfer Straße 143,N53.667770 E9.974250,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.106,53.569,"302","2",frei,Holstenhofweg 85,N53.568510 E10.106190,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.967,53.562,"306","2",teilweise belegt,Lagerstraße 32,N53.562469 E9.967275,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.014,53.548,"082","3",teilweise belegt,Repsoldstraße 54,N53.548330 E10.013670,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.046,53.585,"680","2",frei,Maurienstraße 13,N53.585399 E10.045834,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.931,53.584,"489","2",frei,Warnstedtstraße 10,N53.583770 E9.931430,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.201,53.493,"272","2",teilweise belegt,Ulmenliet 20,N53.493437 E10.201291,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.988,53.449,"072","3",frei,Winsener Straße 36,N53.448830 E9.987870,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.913,53.596,"623","2",teilweise belegt,Jacobsenweg 4,N53.595677 E9.913470,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.011,53.683,"1220","2",teilweise belegt,Segeberger Chaussee 74A,N53.682890 E10.010950,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.04,53.556,"463","2",frei,Burgstraße 12,N53.556250 E10.040330,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.528,"574","2",teilweise belegt,Indiastraße 1,N53.527960 E9.994830,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.018,53.552,"248","2",teilweise belegt,Kurt-Schumacher-Allee 10,N53.552208 E10.018090,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.983,53.605,"383","2",teilweise belegt,Borsteler Chaussee 45,N53.605190 E9.982970,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.107,53.559,"369","2",frei,Manshardtstraße 117,N53.559160 E10.107490,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.025,53.628,"239","2",frei,Erdkampsweg 20,N53.628240 E10.024542,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.125,53.588,"211","2",teilweise belegt,Stein-Hardenberg-Straße 85,N53.588192 E10.124840,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.995,53.59,"644","2",teilweise belegt,Lichtwarkstraße 10,N53.589943 E9.994567,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.093,53.656,"900","1",teilweise belegt,Heegbarg 31,N53.655534 E10.092595,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.991,53.581,"652","2",frei,Harvestehunder Weg 105,N53.580521 E9.991418,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.965,53.57,"263","2",belegt,Hohe Weide 10,N53.570304 E9.964881,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.0,53.602,"648","2",frei,Braamkamp 5,N53.601637 E9.999989,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.985,53.463,"380","2",belegt,Karnapp 25,N53.463220 E9.984760,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.943,53.555,"654","2",frei,Schumacherstraße 109,N53.555139 E9.942609,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.951,53.619,"077","3",teilweise belegt,Tibarg 24,N53.618960 E9.951220,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.983,53.545,"355","2",belegt,Steinhöft 11,N53.544874 E9.982738,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.211,53.513,"315","2",frei,Reinbeker Redder 283,N53.513277 E10.211269,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.96,53.564,"309","2",frei,Schulterblatt 112,N53.564330 E9.959734,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.929,53.629,"027","3",frei,Sellhopsweg 2,N53.629264 E9.929125,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.107,53.559,"369","2",frei,Manshardtstraße 117,N53.559160 E10.107490,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.938,53.562,"614","2",teilweise belegt,Eva-Rühmkopf-Straße 11,N53.561680 E9.938220,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.949,53.551,"539","2",frei,Louise-Schröder-Straße 26,N53.550990 E9.949130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.938,53.562,"614","2",teilweise belegt,Eva-Rühmkopf-Straße 11,N53.561680 E9.938220,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.96,53.56,"291","2",teilweise belegt,Juliusstraße 2,N53.560465 E9.959802,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.923,53.551,"432","2",frei,Eulenstraße 70,N53.550960 E9.923310,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.994,53.7,"1204","2",teilweise belegt,Buchenweg 101,N53.699510 E9.993560,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.003,53.602,"666","2",frei,Krochmannstraße 53,N53.601548 E10.002819,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.014,53.582,"288","2",belegt,Schinkelstraße 1,N53.581918 E10.013520,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.998,53.544,"243","2",teilweise belegt,Osakaallee 6,N53.543508 E9.997992,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.939,53.552,"017","3",frei,Große Bergstraße 262,N53.552100 E9.938640,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.983,53.545,"355","2",belegt,Steinhöft 11,N53.544874 E9.982738,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.873,53.592,"312","2",frei,Luruper Hauptstraße 138,N53.591702 E9.872562,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.007,53.589,"493","2",frei,Opitzstraße 17,N53.589430 E10.007290,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.97,53.577,"304","2",teilweise belegt,Gneisenaustraße 1,N53.577105 E9.970213,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.001,53.567,"442","2",teilweise belegt,Alte Rabenstraße 32,N53.567390 E10.000710,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.019,53.577,"399","2",teilweise belegt,Schenkendorfstr. 37,N53.577090 E10.018780,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.01,53.593,"406","2",teilweise belegt,Grasweg 70,N53.593450 E10.010130,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.935,53.549,"552","2",frei,Museumstraße 23,N53.549220 E9.934800,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.967,53.569,"401","2",teilweise belegt,Moorkamp 3,N53.569470 E9.966610,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.948,53.564,"636","2",frei,Düppelstraße 23,N53.564417 E9.947559,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.965,53.57,"263","2",belegt,Hohe Weide 10,N53.570304 E9.964881,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.946,53.581,"479","2",frei,Hartwig-Hesse-Straße 3,N53.580650 E9.946360,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.968,53.578,"388","2",frei,Mansteinstraße 22,N53.577690 E9.967780,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.976,53.557,"059","3",belegt,Sievekingplatz 2,N53.556500 E9.975970,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.988,53.686,"1225","2",teilweise belegt,Lütjenmoor 15,N53.685780 E9.988380,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.978,53.575,"217","2",frei,Grindelberg 66,N53.575300 E9.977718,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.962,53.554,"516","2",frei,Brigittenstr. 1,N53.554190 E9.961860,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.035,53.605,"567","2",belegt,Andreas-Knack-Ring 2,N53.604642 E10.034874,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.983,53.461,"245","2",frei,Großer Schippsee 18,N53.460619 E9.983370,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.087,53.66,"007","3",frei,Poppenbüttler Markt 12,N53.660380 E10.086780,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.074,53.575,"052","3",belegt,Wandsbeker Zollstraße 15,N53.574780 E10.074180,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
9.942,53.547,"658","2",frei,Behnstraße 8,N53.546656 E9.942411,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.98,53.582,"268","2",teilweise belegt,Lehmweg 27,N53.581782 E9.979558,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.988,53.735,"1209","2",teilweise belegt,Beim Umspannwerk 0,N53.734640 E9.987980,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.069,53.574,"564","2",teilweise belegt,Litzowstieg 6,N53.573570 E10.068770,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.982,53.453,"584","2",frei,Gerade Straße 22,N53.452880 E9.982070,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.014,53.548,"082","3",teilweise belegt,Repsoldstraße 54,N53.548330 E10.013670,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
10.112,53.602,"282","2",frei,Ivo-Hauptmann-Ring 9,N53.601705 E10.112279,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.201,53.493,"272","2",teilweise belegt,Ulmenliet 20,N53.493437 E10.201291,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.547,"068","3",teilweise belegt,Lange Straße 6,N53.547350 E9.956280,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.176,53.483,"454","2",frei,Henriette-Herz-Ring 30,N53.482570 E10.176060,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.014,53.548,"082","3",teilweise belegt,Repsoldstraße 54,N53.548330 E10.013670,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
9.854,53.584,"274","2",belegt,Bornheide 10,N53.584031 E9.854263,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.025,53.565,"361","2",teilweise belegt,Uhlandstraße 4,N53.565140 E10.025070,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.98,53.565,"650","2",frei,Durchschnitt 27,N53.564665 E9.979653,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.002,53.597,"491","2",belegt,Krochmannstraße 2,N53.597040 E10.002010,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.99,53.556,"255","2",frei,Büschstraße 12,N53.556103 E9.989969,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.161,53.604,"437","2",frei,Rahlstedter Straße 154,N53.604360 E10.160620,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.161,53.604,"437","2",frei,Rahlstedter Straße 154,N53.604360 E10.160620,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.094,53.588,"385","2",teilweise belegt,Friedrich-Ebert-Damm 120,N53.587860 E10.093890,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.956,53.464,"503","2",frei,Milchgrund 1,N53.464140 E9.956040,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.203,53.483,"703","2",frei,Glasbläserhöfe 14,N53.482838 E10.202717,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.093,53.654,"290","2",frei,Heegbarg 12,N53.653650 E10.092580,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.009,53.585,"704","2",frei,Moorfurthweg 13,N53.585353 E10.008771,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.146,53.604,"046","3",frei,Bargteheider Straße 83,N53.603680 E10.145640,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.959,53.612,"396","2",frei,Papenreye 11,N53.612360 E9.959220,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.016,53.589,"226","2",frei,Borgweg 10,N53.589499 E10.015993,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.997,53.682,"1208","2",teilweise belegt,Am Tarpenufer 10,N53.681500 E9.996710,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.158,53.49,"298","2",frei,Walter-Rudolphi-Weg 16,N53.489639 E10.157795,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.094,53.588,"385","2",teilweise belegt,Friedrich-Ebert-Damm 120,N53.587860 E10.093890,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.21,53.503,"453","2",teilweise belegt,Habermannstraße 37,N53.502900 E10.210470,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.031,53.57,"053","3",teilweise belegt,Finkenau 11,N53.570450 E10.031160,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
9.999,53.711,"1200","2",teilweise belegt,Ulzburger Straße 353,N53.711290 E9.999290,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.986,53.553,"570","2",frei,Amelungstraße 5,N53.552762 E9.985674,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.96,53.557,"037","3",frei,Schmidt-Rottluff-Weg 13,N53.556980 E9.959610,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.974,53.547,"668","2",frei,Venusberg 34,N53.546886 E9.973986,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.001,53.69,"1203","2",teilweise belegt,Am Hallenbad 14,N53.689950 E10.001290,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.564,"473","2",frei,Langenfelder Straße 18,N53.563730 E9.955680,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.867,53.568,"639","2",belegt,Heinrich-Plett-Straße 14,N53.567973 E9.866507,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.945,53.547,"576","2",frei,Schleestraße 5,N53.547203 E9.945393,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.874,53.562,"573","2",frei,Müllenhoffweg 54,N53.561660 E9.873680,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.957,53.557,"049","3",teilweise belegt,Thadenstraße 120,N53.557030 E9.956660,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
10.058,53.61,"390","2",frei,Cesar-Klein-Ring 2,N53.609960 E10.058010,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.874,53.554,"430","2",teilweise belegt,Hochrad 24,N53.554190 E9.874060,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.928,53.557,"693","2",teilweise belegt,Bahrenfelder Straße 247,N53.557365 E9.928141,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.984,53.684,"1205","2",teilweise belegt,Berliner Allee 25,N53.684320 E9.983880,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.979,53.457,"377","2",teilweise belegt,Hastedtstraße 1,N53.457180 E9.978540,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.24,53.677,"9204","2",teilweise belegt,Am Alten Markt 12,N53.677218 E10.239538,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.059,53.567,"235","2",teilweise belegt,Pappelallee 41,N53.567386 E10.059232,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.029,53.568,"413","2",frei,Birkenau 24,N53.568440 E10.028710,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.55,"577","2",frei,Rathausstraße 6,N53.549964 E9.994737,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.218,53.487,"247","2",frei,Schulenbrooksweg 1,N53.486988 E10.218075,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.146,53.604,"046","3",frei,Bargteheider Straße 83,N53.603680 E10.145640,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.001,53.555,"220","2",frei,Glockengießerwall 26,N53.555269 E10.001099,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.054,53.607,"649","2",frei,Schwarzer Weg 3,N53.607054 E10.053962,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.01,53.593,"406","2",teilweise belegt,Grasweg 70,N53.593450 E10.010130,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.913,53.551,"562","2",teilweise belegt,Am Rathenaupark 16,N53.550940 E9.912720,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.919,53.565,"015","3",belegt,Bornkampsweg 17,N53.565450 E9.918530,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.976,53.572,"449","2",teilweise belegt,Bogenstraße 13,N53.572100 E9.976170,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.028,53.578,"411","2",frei,Flotowstrasse 3,N53.577880 E10.027530,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.996,53.675,"227","2",belegt,Essener Bogen 1,N53.674787 E9.996345,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.879,53.568,"325","2",frei,Groß Flottbeker Straße 72,N53.568028 E9.878820,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.951,53.618,"259","2",frei,Garstedter Weg 2,N53.617892 E9.951152,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.232,53.672,"9205","2",teilweise belegt,Stormarnstraße 35,N53.672432 E10.231814,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.978,53.594,"481","2",frei,Geschwister-Scholl-Straße 120,N53.594440 E9.978340,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.948,53.561,"628","2",frei,Holstenplatz 14,N53.561321 E9.948480,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.967,53.582,"519","2",teilweise belegt,Gärtnerstraße 41,N53.582400 E9.966860,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.977,53.577,"533","2",frei,Schlankreye 40,N53.577080 E9.977100,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.994,53.496,"488","2",teilweise belegt,Kurdamm 19,N53.496110 E9.994090,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.031,53.646,"289","2",frei,Lademannbogen 132,N53.646434 E10.030759,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.005,53.581,"391","2",teilweise belegt,Wentzelstraße 2,N53.580650 E10.005170,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.233,53.479,"427","2",frei,Holtenklinker Straße 137,N53.479330 E10.232870,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.006,53.558,"223","2",frei,An der Alster 65,N53.558132 E10.005663,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.949,53.551,"539","2",frei,Louise-Schröder-Straße 26,N53.550990 E9.949130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.456,"400","2",frei,Eißendorfer Straße 189,N53.455970 E9.956130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.928,53.557,"693","2",teilweise belegt,Bahrenfelder Straße 247,N53.557365 E9.928141,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.976,53.581,"031","3",teilweise belegt,Straßenbahnring 17,N53.580770 E9.975620,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.023,53.548,"363","2",teilweise belegt,Hammerbrookstraße 63,N53.548000 E10.023260,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.949,53.58,"264","2",frei,Stellinger Weg 37,N53.579727 E9.948501,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.019,53.548,"630","2",frei,Nagelsweg 33,N53.547560 E10.019214,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.976,53.557,"059","3",belegt,Sievekingplatz 2,N53.556500 E9.975970,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
9.963,53.557,"032","3",belegt,Beim Grünen Jäger 8,N53.557150 E9.963180,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
10.049,53.63,"444","2",frei,Sodenkamp 8,N53.630350 E10.049000,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.898,53.551,"502","2",frei,Liebermannstraße 41,N53.550710 E9.897640,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.073,53.556,"487","2",teilweise belegt,Snitgerreihe 38,N53.556340 E10.072900,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.984,53.684,"1205","2",teilweise belegt,Berliner Allee 25,N53.684320 E9.983880,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.036,53.597,"415","2",teilweise belegt,Alte Wöhr 20,N53.597420 E10.036280,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.024,53.553,"057","3",belegt,Beim Berliner Tor 2,N53.553140 E10.023600,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.041,53.603,"294","2",teilweise belegt,Fuhlsbüttler Straße 387,N53.602574 E10.040627,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.964,53.566,"358","2",teilweise belegt,Weidenallee 21,N53.566480 E9.963940,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.007,53.589,"493","2",frei,Opitzstraße 17,N53.589430 E10.007290,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.076,53.564,"629","2",frei,Husarenhof 1,N53.564191 E10.075661,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.967,53.566,"535","2",teilweise belegt,Kleiner Schäferkamp 40,N53.566200 E9.967290,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.978,53.584,"500","2",frei,Löwenstraße 20,N53.583780 E9.978360,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.888,53.549,"540","2",frei,Bernadottestraße 212,N53.548510 E9.888410,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.049,53.568,"303","2",frei,Roßberg 2,N53.567830 E10.049440,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.994,53.706,"1202","2",teilweise belegt,Beamtenlaufbahn 2,N53.706460 E9.994170,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.981,53.555,"221","2",teilweise belegt,Dragonerstall 13,N53.555485 E9.981444,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.972,53.46,"452","2",frei,Am Irrgarten 8,N53.460230 E9.971790,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.036,53.558,"694","2",teilweise belegt,Bürgerweide 72,N53.558287 E10.036430,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.975,53.567,"546","2",frei,Laufgraben 31,N53.567000 E9.975300,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.985,53.504,"064","3",teilweise belegt,Veringstraße 173,N53.504270 E9.985390,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.031,53.579,"613","2",frei,Beethovenstraße 68,N53.579226 E10.031267,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.014,53.561,"428","2",frei,An der Alster 9,N53.561080 E10.013930,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.791,53.56,"510","2",teilweise belegt,Falkentaler Weg 4,N53.559930 E9.790760,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.962,53.574,"074","3",teilweise belegt,Eppendorfer Weg 86,N53.574240 E9.961880,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.997,53.549,"014","3",teilweise belegt,Alter Fischmarkt 11,N53.548650 E9.996970,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.98,53.463,"497","2",frei,Neue Straße 26,N53.462560 E9.979760,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.025,53.602,"283","2",belegt,Überseering 5,N53.602272 E10.024874,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.402,53.251,"13201","4",teilweise belegt,Bastionstraße 3,N53.251100 E10.402400,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.208,53.481,"421","2",frei,Curslacker Neuer Deich 45,N53.480560 E10.208010,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.022,53.561,"582","2",teilweise belegt,Ifflandstraße 22,N53.560500 E10.022470,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.206,53.496,"296","2",frei,Lohbrügger Landstraße 6,N53.495595 E10.205528,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.029,53.568,"413","2",frei,Birkenau 24,N53.568440 E10.028710,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.953,53.578,"016","3",frei,Eichenstraße 90,N53.577910 E9.953320,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
